type,ready,post_ready,set,post_set,tone1,gap,tone2,after,relax,post_relax
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2045.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2482.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2530.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2150.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2637.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2277.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2864.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2928.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
spacebar,,,,,,,,,,
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2882.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2230.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2390.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2124.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2713.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2573.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2667.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2850.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2182.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2488.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2678.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2408.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2860.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2309.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2006.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2257.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2813.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2519.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2302.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2444.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2719.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2499.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2999.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2064.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2115.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
