type,ready,post_ready,set,post_set,tone1,gap,tone2,after,relax,post_relax
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2128.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2598.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2051.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2407.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2110.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2274.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2771.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2958.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2117.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2208.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
invalid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2793.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_500.wav,2028.0,tone_500.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2552.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2165.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
valid,ready_clipped.wav,1250.0,set_clipped.wav,1250.0,tone_2000.wav,2234.0,tone_2000.wav,750.0,relax_clipped.wav,1000.0
